title,alt_title,type,description,genre,author,artist,rate,image,released
The Great Villain Senior Brother and All of His Yandere Junior Sisters,"反派大师兄，师妹们全是病娇, The Big Villain Brother and the Junior Sisters Are All Sick and Delicate, The Great Villain Senior Brother and All of His Yandere Junior Sisters, El Gran Villano Hermano Mayor y todas sus Hermanas Menores Yandere",manga,"Lin Xiao became Villain senior Brother of the Qinglan Sect after Reincarnation!

As long as you follow the plot of the original book, and become a Evil villain, you can become a God and ascend to heaven!

Even if he is suffering he had no choice but to tease the fourth junior sister, steal the clothes of the third junior sister, pour some strong medicine into the second junior sister’s water, and conscientiously perform the villain’s duties.
And Finally made it to the day when the male protagonist became a teacher!

Lin Xiao was very excited and prepared to poison the male lead. According to the plot, he will be caught by several junior sisters and thrown by the male lead.

He did not expect......
- - -
Second Junior Sister: My Eldest Senior Brother is still so kind, how can this bit of poison be enough! Look at me!

Third Junior Sister: I'll kill Ye Chen, and kidnap my Senior Brother! He is mine alone!

Fourth Junior Sister: I'll kill everyone... Create a world where there is only my Senior Brother!

Beautiful Master: He's so cute, poisoning behind his back, he really deserves to be called my good disciple.

Lin Xiao: (⊙ˍ⊙) You all should read the script! It's me who should be killed!

A relaxed and joyful anti-routine fairy tale.","Action, Long Strip, Comedy, Martial Arts, Harem, Wuxia, Drama, Fantasy, Web Comic, Full Color",Pikapi (噼咔噼),Pikapi (噼咔噼),5.7909,https://mangadex.org/covers/d45d8e92-e5c7-4458-b5a7-7d1ec2a4bf78/fc1ec077-4e3d-40a3-9638-09a875dfffcf.jpg,2023
The Hero is Beating Up the Bullies,"용사님이 일진들을 물리쳐요, The Hero Defeats the Delinquents, The Warrior Defeats the Bullies",manga,"The Hero, who defeated the Demon King and saved the world, is being summoned to a shitty delinquent school?!

The otherworld Hero who was summoned to a den filled with the worst bullies ever, the ‘Southern Suseong High’.

Though the Hero doesn’t use his powers against fellow humans, he begins to school these bullies after finding out about their ‘demonic’ nature…!

Can the Hero defeat the bullies and return back to his world?","Action, Long Strip, Drama, School Life, Fantasy, Delinquents, Web Comic, Full Color",Nyamnyam-i (냠냠이),Dong Geulim (동그림),5.7778,https://mangadex.org/covers/76c7efed-8b5e-4d27-90c3-3484c1f4448b/6fb59dbf-968d-491f-84be-00f3156bcacf.jpg,2024
Kill the Male Lead to Become the Villainess,"杀死男主然后成为女魔头, Убить главного героя, чтобы стать злодейкой, Kill the Male Lead to Become the Demoness",manga,"After killing the male lead, the originally innocent girl transformed into a villainess.
Just as she was about to enjoy her newfound freedom, she died a violent death and returned back to the start of the game.
Having carried over with her all the skills she acquired in her previous ""playthrough"", she was prepared to kill the male lead again; however, the current circumstances seem a bit... strange?","Reincarnation, Time Travel, Historical, Action, Long Strip, Romance, Martial Arts, Adventure, Wuxia, Fantasy, Villainess, Full Color",Shisi Xia Xiang (十四夏乡),Shisi Xia Xiang (十四夏乡),8.7152,https://mangadex.org/covers/3a8488a3-8b93-4576-baee-cae53c2be018/24246a44-11a6-4441-816e-2372481bd10e.png,2022
Boy's Abyss,"Бездна подростка, 少年のアビス, 소년의 어비스, World End Boy Meets Girl, Юношеская бездна, 少年的深淵, El Chico del Abismo, Chico en el abismo, El abismo del joven",manga,"In a town with nothing, in the middle of a daily life with seemingly no signs of change, high schooler Reiji Kurose was ""just"" living. Family, dreams for the future, childhood friends were all binding him down to that city. He thought he would ""just"" keep on living like that.

Until he met her.

Is there hope in living? Is there light waiting ahead?

It's the start of a boy meets girl series which reflects the ""now.""","Psychological, Romance, Survival, Sexual Violence, Drama, School Life, Delinquents, Slice of Life, Tragedy",Minenami Ryo,Minenami Ryo,8.327,https://mangadex.org/covers/5439fe65-5b3a-420e-9ef4-27c9bcc49c5a/4bd59e96-e689-40e4-9c8b-5d2cd77bf8bb.jpg,2020
The Nine Heavens Swordmaster,"Heavenly Inquisition Sword, 구천구검, Gucheongugeom, La Espada de la Inquisición Celestial",manga,"“He is the master of the Nine Heavens.”

Yeon Jeokha was the child of a second wife. Viciously bullied by his father’s first wife and his siblings, he was later imprisoned in a warehouse after his father died of illness…

It has been ten years since his escape after he had learned martial arts that were out of the world.

“I regard the Yeon Family with great bitterness.”

The unstoppable adventure of the sole successor of the Heavenly Inquisition Sword, Yeon Jeokha, begins now!","Action, Long Strip, Martial Arts, Adventure, Web Comic, Full Color",Cardok,Saint Nine,8.197,https://mangadex.org/covers/c730e74b-cd7c-4a41-bbc6-ffb4693404dc/4e0d02f5-25d9-4452-b627-85e946d1c283.jpg,2022
Love War's Victory,战恋告捷,manga,"Collection of one-shots about an egocentric and workaholic couple.  
  
This series is from the artist's Weibo, so no set update.  
Weibo: @喜喜果  
Twitter: @kikiko_xixiguo","Long Strip, Romance, Office Workers, Drama, Web Comic, Slice of Life, Full Color",Feng Xi Shen Lei,Xi Xi Guo,8.7045,https://mangadex.org/covers/ec836827-8ff5-4f88-aec5-b4382d28e6c0/fa6dd846-31e0-4367-8b9c-15eeb59fbea4.jpg,2019
Brainrot Girlfriend,"How to train your brainrot girlfriend, Tengo una novia con la percepción de la realidad alterada",manga,Brainrot Girlfriend,"Psychological, Romance, Comedy, Self-Published, Slice of Life",Senukin,Senukin,8.4854,https://mangadex.org/covers/d0ddd740-4b91-4c66-bfd0-b36a77f8e730/e2be562e-6f9a-4a1c-ab7e-31d593914232.png,2024
My Wife Is Actually the Empress?,我家娘子竟然是女帝?,manga,"With my wife's breathtaking beauty, not even the newly enthroned empress can match her! With my wife's marvelous culinary skills, not even the empress's royal chefs can match her! My wife loves me and cares about me very very much, and I wouldn't trade her for even the empress! Wait, what? My wife is the empress?!","Action, Long Strip, Romance, Comedy, Martial Arts, Isekai, Web Comic, Full Color",Lǎo gǒu (老狗),Lǎo gǒu (老狗),8.255,https://mangadex.org/covers/ad004a13-f46a-4392-b786-97a6cab09fc2/28cd180e-e519-4a12-a367-28336c8cb0a5.jpg,2021
Rocket Science Love,로켓 사이언스 러브,manga,"I thought it was just platonic, spending the rest of our lives together as nothing more than friends… That was until Han Jei broke the news: “Seojin, I’m getting married.” 

Seojin, who was adopted to Germany when he was a child, has maintained a 15 year long relationship with Jei. When confronted with the prospect of Jei’s marriage, he realizes he’s in love with him. Working as a pilot, Seojin moves back to Korea in an attempt to run away, but his plan starts to unravel when Jei boards the flight to follow him. The two find themselves living together in Korea as Jei’s wedding date rapidly approaches. 

“Seojin, you’re not acting like this because of me, are you?”

As Seojin tries to push Jei away due to his emerging desires and Jei wishes to rekindle their precious friendship, they spend more time with each other and the tension between them begins to arise…","Long Strip, Romance, Boys' Love, Web Comic, Full Color",물컹,빠야,7.7333,https://mangadex.org/covers/516c4299-9318-48e8-9e84-4bc56b26f6cd/0b7580c7-9fd6-490a-9c79-36a118662c42.jpg,2023
Shangri-La Frontier,"Shangri-La Frontier ~From Trash Game Hunter to God-Tier Gamer!~, Рубеж Шангри-Ла: любитель игрошлака бросает вызов топ игре, シャングリラ・フロンティア　～クソゲーハンター、神ゲーに挑まんとす～, 香格里拉・開拓異境～糞作獵手挑戰神作～",manga,"Second-year high school student Rakuro Hizutome loves nothing more than finding so-called “trash games” and beating the crap out of them. When he decides to change things up by playing a new, “god-tier” VR game known as Shangri-La Frontier (aka. SLF), he does what he does best: min-maxes, skips the prologue, and jumps straight into action! Rakuro may be a seasoned gamer, but a meeting with an old rival will change the fate of every SLF player forever.

Clad in nothing but shorts and a bird mask, Rakuro (player name: Sunraku) launches into the world of SLF. Things are going well at first as he takes down a goblin, a bunny, and even a python. But then Sunraku comes up against a huge, hard-hitting wolf known as Lycagon the Nightslayer. Will Sunraku’s years of “trash game” experience be enough, or is he about to suffer a rude awakening just a few hours into his SLF adventure?","Thriller, Award Winning, Sci-Fi, Monsters, Action, Animals, Comedy, Survival, Zombies, Martial Arts, Samurai, Adventure, Virtual Reality, Video Games, Magic, Drama, Fantasy, Monster Girls, Slice of Life, Adaptation",katarina,Fuji Ryousuke,9.0994,https://mangadex.org/covers/29ab6984-7c1d-4d45-b925-25aa082b492e/4abec1b7-2456-49f3-b67c-28cace26e1f8.jpg,2020
Fairy Cat,"手のひらねこ, Сказочный котик",manga,"A slightly mysterious and heartwarming story about the smallest cat in the world and a high school boy. A fantastic cat named Tenohira Neko, small enough to fit in the palm of your hand, appears to Kanade, a first-year high school student. He is told that if he likes it, it will live with him...?","Animals, Fantasy, Slice of Life",Takano Hisa,Takano Hisa,9.0,https://mangadex.org/covers/faf6ff44-e0fc-4785-8eb6-0daae880ba53/c9b73f93-d65d-49f1-ad9e-51f46ed99791.jpg,2023
JoJo's Bizarre Adventure Part 9 - The JOJOLands,"ジョジョの奇妙な冒険 Part9 The JOJOLands, JoJo's Bizarre Adventure Parte 9 - Las JOJOLandias, Невероятные приключения ДжоДжо, ジョジョの奇妙な冒険 第9部 ザ・ジョジョランズ",manga,"The ninth story arc of Jojo’s Bizarre Adventure. 

O’ahu, present day. Dua Lipa is the trending musician, and COVID is still a major concern. On this island lives a 15-year-old boy named Jodio Joestar. Living with his brother and mother, he acts as a dealer for certain illegal substances. One day, his employer comes and shows him an excellent find: a Japanese person has landed in Hawaii with a diamond worth over six million dollars. Normally it would be impossible to steal, but for someone with a stand…

This is a story of a young boy and his quest to become rich.","Action, Comedy, Crime, Survival, Adventure, Drama, School Life, Delinquents, Police, Slice of Life, Supernatural",Araki Hirohiko,Araki Hirohiko,9.5258,https://mangadex.org/covers/ab8cbb82-d0ed-45a7-8ffe-4bfa6d43d79c/f6f09138-729d-4dc3-bd75-afb4726295e8.jpg,2023
3-Gumi no Osananajimi,"３組の幼なじみ, 3 Sets Of Childhood Friends",manga,"Depicts the journey of three sets of childhood friends - 'childhood friends with a physical difference,' 'childhood friends who are conscious of height differences,' and 'childhood friends with an age gap' - until they start dating.","Romance, School Life, Web Comic, Slice of Life, Full Color",Itonoko (イトノコ),Itonoko (イトノコ),8.5156,https://mangadex.org/covers/c4032471-8578-4aba-92b3-745235613279/85836ded-fd50-4a0c-8f9a-9bc635df9ccb.jpg,2023
The Disastrous Life of Saiki K.,"The Disaster Of PSI Saiki Kusuo, 斉木楠雄のΨ難, 齐木楠雄的灾难",manga,Kusuo Saiki is a sixteen-year-old high school student with innate supernatural powers. What are his hassles and troubles triggered by his extraordinary ability? And what misfortunes fall upon him?,"Comedy, School Life, Slice of Life, Supernatural",Asou Shuuichi,Asou Shuuichi,9.418,https://mangadex.org/covers/ae163fec-29d0-42f9-9fac-b751fc0f9035/ccb35776-f762-462e-be6b-eeafa7f83929.jpg,2012
Futsuu no Koitte Nani?,"フツウーの恋って何？, What is Normal Love?, フツーの恋って何？",manga,"**Is my ""red string of fate"" connected to you?**

The high school first year ""me"" that fell in love at first sight at the school entrance ceremony. But that love was not normal...
A yuri story depicted from the point of view of three high school girls.","Romance, Girls' Love, School Life, Slice of Life",Ikuta Hana,Ikuta Hana,7.4173,https://mangadex.org/covers/7f079703-7894-435c-8864-bc0bdac6fdb5/5116b5cd-288e-4b2e-a29c-82552b2b3fb2.jpg,2023
Empress's Harem,"Queen's Palace, 女帝的后宫",manga,"Super sweet and super-sand sculptured female statue against the harem! I often hear: ""Three princes and three princesses! Your puppets are fighting again!"" The overbearing female CEO traversed to the world of female honors and woke up with seven husbands.","Long Strip, Romance, Comedy, Reverse Harem, Isekai, Drama, Fantasy, Web Comic, Full Color",Island Project (岛上project),Dawn Alliance (拂晓联盟),7.5818,https://mangadex.org/covers/a41202b8-b2fd-4e64-915a-1d792655f667/a846f02e-438b-4930-b2a4-fa0a6c028cd4.jpg,2019
